StateUnionTerritory,Year,Paddy,Jowar,Bajra,Maize,Ragi,Wheat,Barley,Gram,TurArhar,SugarRaw,Potato,Tobacco,Groundnut,state,RapeSeed,Sesamum,Linseed,CasterSeed,Nigerseed,Cotton,Soyabean,Sannhemp,Pepper,GingerFresh,Chilly,Turmeric,Mesta,Toria,Jute,Ginger,ChillyDry,Banana,Coconut100Nos,ChillyFresh,TurmericFresh,Rice,Nigeseed,TurmericDry,Sunflower,Coconut1000Nos,Arecanut,GingerDry,Cashewnut,Arecanut100Nos,Tapioca
,2002-03,519,498,..,450,..,700,..,1343,2002,830,386,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,492,500,..,445,..,685,..,1413,1800,825,397,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GONDIA,2001-02,471,502,477,442,..,668,..,1351,1979,827,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-03,487,503,..,452,..,680,..,1352,2000,..,..,. .,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,459,560,597,442,..,656,..,1318,1972,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANDRAPUR,2001-02,467,502,474,449,..,666,..,1358,1971,819,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,475,525,..,..,..,680,..,1361,2000,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,427,501,..,..,..,650,..,1312,1947,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADCHIROLI,2001-02,459,506,468,445,..,662,..,1290,1986,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,470,510,..,447,..,662,..,1293,1990,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,434,510,..,448,..,665,..,1265,1959,..,..,..,..,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHARASHTRA,2001-02,512,548,565,457,527,678,..,1344,2015,850,375,..,1269,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,538,543,535,433,525,683,..,1332,1999,770,389,..,1285,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,516,562,557,453,515,721,..,1328,1983,1003,397,..,1313,MAHARASHTRA--DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUMBAI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1959,..,888,,..,,..,..,,2719,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1901,..,950,,..,,..,..,,2762,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
THANE,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
RAIGARH,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
RATNAGIRI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
SINDHUDURG,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
NASIK,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1750,..,..,,2731,,..,..,,2731,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1725,..,950,,2850,,..,..,,2850,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1700,..,918,,..,,..,..,,2701,..,..,..,..,..,,,,,,,,,,,,,,,
DHULE,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1931,..,..,,..,,..,..,,2678,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1940,..,..,,..,,..,..,,2751,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1922,..,..,,..,,..,..,,2801,..,..,..,..,..,,,,,,,,,,,,,,,
NANDURBAR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1974,..,..,,..,,..,..,,2644,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1980,..,..,,..,,..,..,,2646,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1978,..,..,,..,,..,..,,2546,..,..,..,..,..,,,,,,,,,,,,,,,
JALGAON,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1972,..,..,,..,,..,..,,2763,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1957,..,..,,..,,..,..,,2801,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1940,..,..,,..,,..,..,,2800,..,..,..,..,..,,,,,,,,,,,,,,,
AHMEDNAGAR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1962,1131,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1968,1135,..,,..,,..,..,,3000,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1950,1187,..,,..,,..,..,,2940,..,..,..,..,..,,,,,,,,,,,,,,,
PUNE,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1928,..,..,,..,,..,..,,2954,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2000,..,..,,..,,..,..,,2960,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1970,..,..,,..,,..,..,,2893,..,..,..,..,..,,,,,,,,,,,,,,,
SOLAPUR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1960,1138,988,,..,,..,..,,2833,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1960,1140,1000,,..,,..,..,,2877,. .,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1925,1150,940,,..,,..,..,,2803,..,..,..,..,..,,,,,,,,,,,,,,,
SATRA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2778,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,3100,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,3000,..,..,..,..,..,,,,,,,,,,,,,,,
SANGLI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2755,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2972,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2895,..,..,..,..,..,,,,,,,,,,,,,,,
KOLHAPUR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2821,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2851,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,..,..,..,,..,,..,..,,2803,..,..,..,..,..,,,,,,,,,,,,,,,
AURANGABAD,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2061,1172,..,,..,,..,..,,2638,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2015,1120,1600,,..,,..,..,,2678,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2012,1164,1550,,..,,..,..,,2581,..,..,..,..,..,,,,,,,,,,,,,,,
JALNA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2053,1171,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2003,1185,1000,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2015,1172,998,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
BEED,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2047,1044,..,,..,,..,..,,2631,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2011,1150,1100,,..,,..,..,,2658,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2075,1200,1094,,..,,..,..,,2575,..,..,..,..,..,,,,,,,,,,,,,,,
LATUR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2063,1069,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2083,1170,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2017,1205,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
OSMANABAD,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2012,1062,991,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2053,1200,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2100,1400,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
NANDED,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2073,1090,963,,..,,..,..,,2442,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2095,1092,950,,..,,..,..,,2501,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2018,1095,935,,..,,..,..,,2532,..,..,..,..,..,,,,,,,,,,,,,,,
PARBHANI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2060,1135,975,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2080,1170,970,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2125,1182,985,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
HINGOLI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2065,1140,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2070,1158,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2037,1175,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
BULDHANA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2021,..,..,,..,,..,..,,2487,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2075,..,1000,,..,,..,..,,2500,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2027,..,995,,..,,..,..,,2575,..,..,..,..,..,,,,,,,,,,,,,,,
AKOLA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2038,1147,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2061,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2035,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
WASHIM,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2012,1150,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2031,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2018,..,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
AMRAVATI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2009,1140,984,,..,,..,..,,2482,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2000,..,1000,,..,,..,..,,2593,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2061,..,1020,,..,,..,..,,2603,..,..,..,..,..,,,,,,,,,,,,,,,
YAVATMAL,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1976,1131,..,,..,,..,..,,2479,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2201,1134,..,,..,,..,..,,2500,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2138,1320,..,,..,,..,..,,2510,..,..,..,..,..,,,,,,,,,,,,,,,
WARDHA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1961,1141,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1970,1190,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2013,1102,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
NAGPUR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1945,1115,..,,..,,..,..,,2490,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1950,1200,1288,,..,,..,..,,2486,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,2000,1125,1272,,..,,..,..,,2450,..,..,..,..,..,,,,,,,,,,,,,,,
BHANDARA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1961,1129,..,,..,,..,..,,2479,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1975,1190,..,,..,,..,..,,2504,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1952,1135,..,,..,,..,..,,2498,..,..,..,..,..,,,,,,,,,,,,,,,
GONDIA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1953,1121,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1970,1200,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1980,1187,..,,..,,..,..,,..,..,..,..,..,..,,,,,,,,,,,,,,,
CHANDRAPUR,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1958,1136,..,,..,,..,..,,2466,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1978,1155,..,,..,,..,..,,2489,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1922,1105,..,,..,,..,..,,2510,..,..,..,..,..,,,,,,,,,,,,,,,
GADCHIROLI,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1973,1144,..,,..,,..,..,,2460,..,..,..,..,..,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1975,1120,..,,..,,..,..,,2471,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1978,1100,..,,..,,..,..,,2460,..,..,..,..,..,,,,,,,,,,,,,,,
MAHARASHTRA,2001-02,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1998,1102,953,,1992*,,..,..,,2650,..,..,..,..,..,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1985,1154,1055,,1556*,,..,..,,2710,..,..,..,..,..,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MAHARASHTRA--DI,..,1974,1174,1029,,1940*,,..,..,,2875,..,..,..,..,..,,,,,,,,,,,,,,,
MANIPUR,2001-02,493At,..,..,433,..,..,..,..,..,200**,603,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,543Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,593At,..,..,426,..,..,..,..,..,200**,651,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,608Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,545At,..,..,476,..,..,..,..,..,200**,475,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,565Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANIPUR,2001-02,493At,..,..,433,..,..,..,..,..,200**,603,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(STATE W,543Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,593At,..,..,426,..,..,..,..,..,200**,651,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,608Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,545At,..,..,476,..,..,..,..,..,200**,475,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,565Wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANIPUR,2001-02,,,,,,,,,,,,,,MANIPUR,850,..,..,..,,..,,..,..,,6666,..,..,..,..,617,,,,,,,,,,,,,,,
,2002-03,,,,,,,,,,,,,,MANIPUR,1316,..,..,..,,..,,..,..,,8396,..,..,..,..,475,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MANIPUR,1396,..,..,..,,..,,..,..,,8613,..,..,..,..,456,,,,,,,,,,,,,,,
MANIPUR,2001-02,,,,,,,,,,,,,,MANIPUR,850,..,..,..,,..,,..,..,,6666,..,..,..,..,617,,,,,,,,,,,,,,,
(STATE WEIGHTED,2002-03,,,,,,,,,,,,,,MANIPUR,1316,..,..,..,,..,,..,..,,8396,..,..,..,..,475,,,,,,,,,,,,,,,
,2003-04,,,,,,,,,,,,,,MANIPUR,1396,..,..,..,,..,,..,..,,8613,..,..,..,..,456,,,,,,,,,,,,,,,
GOALPARA,2001-02,573Wt,..,..,..,..,..,..,..,..,..,759,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,423At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,510Wt,..,..,..,..,..,..,..,..,..,533,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,375At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,530Wt,..,..,..,..,738,..,..,..,..,510,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,487At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMRUP,2001-02,402Wt,..,..,..,..,..,..,..,..,..,564,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,376Wt,..,..,..,..,..,..,..,..,..,518,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,523Wt,..,..,..,..,..,..,..,..,738,447,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHAR,2001-02,..,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAON,2001-02,475Wt,..,..,..,..,650,..,..,..,1237,300,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,400At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,392Wt,..,..,..,..,850,..,..,..,1306,400,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,414At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,500Wt,..,..,..,..,..,..,..,..,..,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,458At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIVASAGAR,2001-02,..,..,..,..,..,..,..,..,..,..,780,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,..,..,..,..,..,..,..,..,..,..,600,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,..,..,..,..,..,..,..,..,..,..,820,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARRANG,2001-02,..,..,..,..,..,..,..,..,2580,650**,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,628Wt,..,..,..,..,..,..,..,2653,500**,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,429At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,615Wt,..,..,..,..,..,..,..,2550,500**,..,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,481At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIBRUGARH,2001-02,352Wt,..,..,..,..,..,..,..,..,2000,440,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,345Wt,..,..,..,..,..,..,..,..,1550,426,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,358Wt,..,..,..,..,,..,,..,1600,440,..,..,ASSAM--DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABALPUR,2001-02,497,454,..,410,..,682,..,1352,1251,..,..,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,803r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,498,484,..,451,..,653,..,1366,1449,..,..,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,812r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,507,489,..,467,..,638,..,1265,1475,..,..,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,749r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALAGHAT,2001-02,451,..,..,361,..,825,..,1454,..,1219,..,..,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,510r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,498,..,..,317,700,675,..,1466,,1286,..,. .,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2003-04,457,..,..,..,..,725,..,1300,..,1151,,4368,..,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,913r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHHINDWARA,2001-02,922r,438,..,401,..,668,..,1354,1264,1249,492,..,1307,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2002-03,935r,418,..,507,..,716,..,1223,1417,1038,467,..,1423,MANIPUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
